Scramble,Scramble Length,Heuristic Type,Heuristic,Wall Time (ns)
U' D' B L' D R' L B' R' U L D L D' R' U' F L' B L' B F' R' L B',25,All L0,1.5,265500
U D U B B R D L' D' B F' D L' D' B F F U' L R' F U' F' R' U',25,All L0,1.8333334,263700
B' U R B' U' L D' L B B F U D R' U' L U D F' U B R U' D' U,25,All L0,1.75,265000
B' D' F B' L' U F' R U' F D F U' R' U' F D U' R' D' F' R' R' F' R',25,All L0,1.8333334,265000
U L F U F' F' U R' L' F' D' B' R B U' F' U' D' B D' F' R F U' U',25,All L0,1.5833334,265600
U L' R F B' R D F R' F' R' D' U F' R F L' D B' F' L' F D' B R,25,All L0,1.75,265000
R' F R' F L F R' F' L D L' R' D U U B U' R' B F' R' B' U B R',25,All L0,1.8333334,282400
F' F' B R D' B' L' R L' F' D B F D R' L U' F' L F' B R' B' U' B',25,All L0,1.5833334,265800
B U B' U' B' R' L' U L L D' B' B' D' R' U' B' D' B' U' L' R D' R' U',25,All L0,1.6666666,266600
R' D R' B' F D' R' B L R U F U' R L' R' D U F D' L' U' L U B',25,All L0,2,265400
U R L D U' D L U' D' L' F B U F' B D' D' D' B R L' F' L D U,25,All L0,1.9166666,266600
L' L' B' U U F' B U R' F' L' B R L' B' U L' R D' B U' R' F' D U,25,All L0,1.75,270200
F' D B' L F' L' B' U F B' L' D' R U L U' B F' D B U U F L B,25,All L0,1.75,269100
D L F' U' B F U' L' B' D L U' U' F B' D L F' D D R B R' B' D,25,All L0,1.9166666,291700
D L F' R B L' L' D' U' F' F' F' D' B U' D' L' F' R L B' U' D' F' L',25,All L0,1.6666666,265600
R B D R U' B' L' R' L' L' B B D R' L' R B' U' F' B L U D' D' L,25,All L0,1.75,266900
U R' F F D' U' B F U L R' U L' B R' B L R L D' F B' R U L,25,All L0,1.8333334,265600
B D F' R' R' D L B R B D' B' R F' U' D R L' F F B' D F' R D',25,All L0,1.75,275900
B D D U' U' F' B D' B' L R' R' F D' U R' B D' F' R' B D F L' D,25,All L0,1.9166666,270200
R' R' D' R B R F' U B B L R' B D L R' B B D' F U D' L B' F,25,All L0,1.6666666,266900
L' R L B F' U' B' B' L U B F D R U' B R' L B' U' U' L L B' L,25,All L0,1.9166666,288800
L' R' D' F F F B' L' D' U' F U F D' B' U R R U' D' F' D U' F' U,25,All L0,1.6666666,374300
L R' R' U B L' F L R F D L' B' R' F' L' D L D' D' U' B' R' D R',25,All L0,1.5,265400
D L B L R D' L' F' U' B R' U F' R' F' D' F L' R' F' L' R D' F B',25,All L0,1.8333334,267300
D' U' U' B R' L' D' B F R D' F D R U' B' U' B' D' U R' B' F' B F,25,All L0,1.75,266600
B L' B' L' B' R' R' L' D' R F B' B' L' B B D' D' D' B L' B D' B L',25,All L0,1.1666666,269100
D' R' U R F U F' B U' B F' F' B R' D' U B L' D' R B B R' B' U',25,All L0,1.75,265700
D U' F' L B' B' U' D R D F' U' L B D' F B' D F B F' B' L D D,25,All L0,1.6666666,270400
B B L' R' L' D R D R L' R' D L' R B' F' L' D D D B' F D' B L',25,All L0,1.4166666,269500
R U' U' R' U B' R' L L B F D' U' B D F D' U L' D' U R F' L F',25,All L0,1.5833334,264900
U' U' B' D' L U' B F' R' D' U' B' L' B' B' U L' B U' B D' F' U F R,25,All L0,1.8333334,269700
F' U L' U' D' B D U' L' F F B U R' U B D L D' U' D' L D F F,25,All L0,2,268800
U' D F U' D R D' L' B D' F R' D' R' L' U F R' B L' F D R R U',25,All L0,1,265100
U' F U F' B' B' R' B' U' B U' L' B R' F U' F B' R F D' U' F' R B,25,All L0,1.75,263900
F U B R' L R' B U' U' F U F B' R' D' L F B F' L' R' L' B U' D',25,All L0,1.4166666,264300
D' B' B' U' F R' D U' R U R' R' L D L F' R F F R' L B U L' B',25,All L0,1.8333334,266500
R' L F B U R F' R' L' U' R' L D U' R B' L D F U' L D R L R,25,All L0,1.75,271400
L' L' R' B R D B' L F' B L R L F R U L B R' F' F' U L F' R',25,All L0,1.4166666,265800
F D' U' R' F B' R' D' R B U' B B R D D B' L' U F' B' B' L' L' D,25,All L0,1.6666666,266400
F' B L' R' L' R' U' B' U' R' R' F B R F F U' U' U' D F B' F' U' U',25,All L0,1.5,269700
F' R B R L D' B' R' L' U U L U' B B L' L' L' B' L B' L U R U,25,All L0,1.3333334,265600
L D' R L R' F B' L' B' R R U' D B' U R D' B' B' L B' F' B' D B,25,All L0,1.75,272100
R U' U' L U B L' D' R' U' R' L' D' B' R' B F D' R D' D' U' R' D' U,25,All L0,1.75,270700
F L' U' F' D D R' D' R' F U L L L B' D' F U R D F' F' L D' R',25,All L0,1.6666666,264200
B' D L' D L R F R D' D' D' R R L F' U' L U' B' D' D' D' U D' B,25,All L0,2,268900
D U R' B D F R F' U' B R' F' L' B F B' R' U D B U' U' L D' L',25,All L0,1.5,264700
B' L D' R' U' L F' L' F D' F' L R R F B' F' R' L' U' L R' L R L',25,All L0,1.5833334,269400
R R B B L B B D R R D F R' D' L D U F' L' D U L L R F',25,All L0,2,264600
D B' R D L L U' R U' B' U' U' B' B' U' B D B F' L' R L U' D' B,25,All L0,1.75,265200
R U R' U F' L' U U L L R D L' D L' D R F' B R F' F' R B F',25,All L0,1.5,265300
U' R' L' D' R D' L R' U' L' F' D' L B' B' D' R U U U B' D R' B' U,25,All L0,1.8333334,266100
B' L B U' R' B D L B F B' L F' U R F' R' D' F' R L R' F' F' L,25,All L0,1.6666666,265600
F' B' D D U F' U D F D L' B' R F B' U' L B' F L F L L U L,25,All L0,1.8333334,267300
B L R U' B F' U' R U' D L B R R B B U L B' B' L' F' R' L F',25,All L0,1.75,268300
L' D F B F L U' B L R L F B' B' L L F B R' B R U L' D' U,25,All L0,1.6666666,264600
R' F R' B R' D L U' L U' D' R U F' U B' D R L B B F' F' B L,25,All L0,1.75,266900
D' L D B' F' B B U D' R' F' D' L R F' F' R' U' F L' L' U' F' B D,25,All L0,1.6666666,266100
F B L' F' D L' U F L' L' L' U' L F' B' L F B U' B' F U F' F' L',25,All L0,1.75,262000
D L U F' R B' B' B' U' L' R' U' R F B' U' U' F R L' B L L B U',25,All L0,1.5833334,266800
R' R' U B B R B U' D R' L U F U D R B' D' U F' D' D' B F B',25,All L0,1.9166666,265200
L R R R U D' L' U L' D' L R L' L' L' U B' B' L D R D' R' F' F',25,All L0,1.75,268800
D' L' U D' U F L F' U F' U D' B U D' B U' D' L D F' U' L' F B,25,All L0,1.4166666,268300
R L R D' U R R F D R L' F' U D F' R' R' U' B' U' R B' B' L F,25,All L0,1.6666666,266100
U D' U R' R' U' B' U L D' F R' B' F L' F U' B L R R U F' D' L,25,All L0,1.8333334,268900
L' R D' F' L' D B' L D' L' R' L U L' B' R F U' R F' B' U' B B L,25,All L0,1.6666666,266600
B D L' R' R' D' R U' R F D U F L U' R F R' D R R B' U R' F',25,All L0,1.75,271800
L' B U' R L B F' D' L R' F D U L D B D' L' D F D R' L U B,25,All L0,1.5833334,268000
D U' U' R' U L D F' R' D F R' F D' L' B' D' U F R' F F B' D' L',25,All L0,1.5833334,282500
R R B' R' B' D L' B D F U' R B' U' L F D B U L D F B L' B,25,All L0,1.5833334,265100
F U' F' U D L' F' R' F' L F' L F' D F' U' B' F B' U L R' B' R' L',25,All L0,1.6666666,269500
L U R' D' B' U' R F' B D' D' U U R' U' B F R L B R R F' D F,25,All L0,1.4166666,264700
U' L' B' U L' L' B' U R' D' B R' D' U R D B' R L F' U U B U' D,25,All L0,1.4166666,264000
F' U U U F R' R' D L F B F' L B U R D R L' L' D F' D R D,25,All L0,1.5,267500
D' F' L D F' R' L U' B U' U' F B F' B F' U R L U' L' F L' F D',25,All L0,1.8333334,269000
L B L L B' R L B R' U' L R D B' F D' R D U' R' D' U B' D L,25,All L0,1.75,265600
L' D U D' B' R F' U D F' B' L' R' L' F B U' R B R D R' L' L' D,25,All L0,1.9166666,264200
R L' D' L L D' R B' U' L R B' L U' L U U L U' F' U' L F U' D',25,All L0,1.9166666,265200
F U' R U D D F R L R' U L' B' F' R' U' D' F' D' L D L L D L',25,All L0,1.9166666,264300
B' L D D L U F' D R B' B' L' B R R L' L' R' B' R U' R' R' U' U',25,All L0,1.5,268700
U' L B U U F U L' D' R F B' B' R D' R' R' B' R U' L' D' L D F',25,All L0,1.8333334,268800
L' B D U F L' U R' U' L U L L R D U' B D' B' F L R R L F',25,All L0,1.6666666,270400
D D F U B L D F B L R' F' F' R' L' R' D' B D L U L U' F' U,25,All L0,1.75,269700
D D B L' B' R' D' F R' F' U D' B D' L U' B U' L' B' L L R F' B',25,All L0,1.6666666,269800
R' D U F F F L' R F' R' D B F B U B' U' R' R' D' R' R' F' B D',25,All L0,1.6666666,266100
B' R' B F D' R B F' L F B R' L' B' R' D L B' F L U' R' D' U R,25,All L0,1.6666666,275900
R L' R L' R L U B' D' U' B' L' L' U' R' B' R F' D' L' F B F D' L',25,All L0,1.8333334,272200
L' R D' F' B' D' F R' U F L' R' U R L B U L' D F' L L R' F' F',25,All L0,1.75,270400
F B R L' L' L' F' D' U D R D B D R' B U' L U' U' D' B R D' D',25,All L0,1.75,266900
U' R L' D' B D' R D B' R' B D B' L D B' F' L L R B' F L R' B,25,All L0,1.8333334,270700
U' D B R' F U L' B R' F B D' L D' R D F' F' R B' L B F R' B',25,All L0,1.1666666,266300
U F R D L F' R B' D' U U D R F B L B U' D U' B' L' R' L U',25,All L0,1.3333334,277600
F' U L R L' D' R' U' F L D F' F' F' R B U' L R' U F' L R' U' U',25,All L0,1.5,266900
R L' L' L' B' D R D' B' D F' D R' F' D L U' U' D' F F L L D' B',25,All L0,1.5833334,264700
U R B' D L' U' L' R' B L' R' D L' R U' B' D R' R' L L D' R' D' L,25,All L0,1.8333334,274200
F' L' B' D' D' U R' R' U' D L R' L R' B U D' L U D B' D L' F L,25,All L0,1.75,265200
R' F B R B' B' L' L' U L R' D R' U' R L R' F' D R L D F' B' L,25,All L0,1.6666666,264800
L U' F B' U' L U F' R D' R' L' R' U' D L R U L U' L F R L' F',25,All L0,1.75,265500
L' F' U R' L B F R D' B D B' B' B' B' D' F U' F U D R D F D',25,All L0,1.75,266000
L' D B' L D' U' B' R' L' F R R L' L' L' R U F' R B U' L' B D L',25,All L0,1.5,455400
U L F D' R U F R' D' F R B' U' U' B' D B' B' F' B F' R' B' D' B,25,All L0,1.8333334,266100
F' D' R' F' L U U U F L' B' L' R' F F U B U' R R D R D' U' R',25,All L0,1.6666666,271100
B B R' D B' F' B' L' B U' D' U F' U' D U D L' B U B B R B F,25,All L0,1.9166666,265900
U' R B' U U R' B' U R D' L' R D L U L R' L B B F D B' D D,25,All L0,1.5,266000
D' L' L' B' R F L U' D' D' U F' U' L' B L' U D B D' B U' L U D',25,All L0,1.8333334,269300
D' L' U' L' D' D' D' U F' R U' B B R U' R' U D D R' D U' D R' L,25,All L0,1.6666666,265700
U' U' D' R' L U F' F' B B R D B L B R U' D L F' D R' B' U B,25,All L0,1.75,264600
F B' D' L R' F R' U' B' F D D L' U' L D L' F' D' L L B' U B' L,25,All L0,1.9166666,265000
F L F B' F' U D B' L B' L L R' F L B' U R' U B L U' R U D,25,All L0,1.6666666,265000
B' R' F' R' F L' R B' B' D' L R F' R' D' R B' F' R R B R' F L U,25,All L0,1.5,266100
U' F' R B' L B B L' R F L' F' U' R F D F' R' B D' F F D' B' D',25,All L0,1.75,270100
F R' B L' U' D' D' L' F' L D U' F' R U F L' F' L B' U U L' D' R,25,All L0,1.9166666,379400
R F' U' D L U D U' F L' U R R F' L' B L D D R' L B' L U F',25,All L0,1.6666666,265000
B' L R' F' F' R F R B' U' B L R' F' B L' U' B F' R' D' D' R' F' U,25,All L0,1.5833334,263400
U' L' F' R' U L U' R L B L D B R' U' B' U F' L' U R U B R U,25,All L0,1.6666666,266500
R L' R' U' F R' D L' L' B U' U' U' L F' U F U R U U L L D L',25,All L0,1.5,264900
U R' B' L' U' U' B' L B' U F U L' U' F' D' L B' F' B F F R' R' B,25,All L0,1.75,267500
U F D' L' F' R' F' R B U' F D' R L' F' U F R' D F' F' U' U' L' R,25,All L0,1.6666666,265800
U' B U' F' R' U R' B U' L' R' R' U' L' B R' D' F' F' R R D U' D' B',25,All L0,1.75,265100
R F' U U F' B F' B' L' U' L F' R U R' D' B R' L F D' R U' F L',25,All L0,1.5,265300
B L' F B' L' R D U L U' D B' F' F' B' R' L R L' R U B R B' B',25,All L0,1.75,266000
L B U L U' B F F R R F F B D' R' B B D' F B D D F' R' U,25,All L0,1.8333334,265200
R' U F D' B' U R' U' D D L' F' D R L' R' L' B' F R F' F' R' D U',25,All L0,1.75,264900
L D R' F' D' U' R' D' F' B D L U' D' F' U B D' R' F' L' F D' D' F,25,All L0,1.8333334,267400
L' B' F U' U' D F' F' R F L' D U U B' U R' F' U' D R' B' F R' D',25,All L0,1.4166666,267600
B R R L D U D' R' U B U D' U' L D U B D' L F L' F' D' R R,25,All L0,1.1666666,266500
D' F' D' B' F' L F U R D' B L' D' B F B R' L' R L U L' L' U U,25,All L0,1.8333334,264200
F' U' F' D' R' F L B' R B U B F B' U' R B D R U L R U' R' R',25,All L0,1.3333334,264500
F R F' R' U' U' B' L' D D D F L' R F F B' R U' B L' B F' L D,25,All L0,1.75,281600
D' R L U R' B R' F' D' U' R F L' B' U F D F' L' F' L' U' R' L B,25,All L0,1.5833334,288800
R' L L B' F' B R' B' D L B R L D' B' B' U' R' F D B' F R' L' D,25,All L0,1.8333334,270400
D' B L F' L' R' U R F L' R B L F' D U' B R' F' L' F D U D' F',25,All L0,1.75,266200
R D B' R' F F B D B D R U U F B D U' L' D B' R' R' D U B',25,All L0,1.5,269900
L F U D' L' F' B' D' D' U' R R B' R L U B' L R' U' U' R' F' R' U',25,All L0,1.5833334,268200
F' L B' D' F B' F' U' L B D R U' B' U D B L' B' F' R' L B' L B,25,All L0,1.5,265600
D' L B' R' R' U' R' U B U' F' B R D R L' B' F F R U U F' L' U,25,All L0,1.75,263900
B D D L' F' B' D L U' B L' F' R' U' R' L U B F' U F B' R B' F',25,All L0,1.75,264900
U B F' R U U L' R' U L R' F' B' L B' B' F R' B' L' R L L B' D',25,All L0,1.75,264000
L' D' R B D' R F U L' D D U B' B' D F R F' D' U F U' U' R' F,25,All L0,1.5,265000
R' D F' B' D' F' D' B' L L F' U F L' B' U F L R' B U D U B' L',25,All L0,1.5833334,267200
D' R' R' D' F D U' D' B R' L R' B B U D' L D' F B' L F D' L' D,25,All L0,1.75,263300
B' B' B' R' F' D L' B' R' L' U R' B L U B L' L' B' R' U R U' D' B,25,All L0,1.6666666,264400
D D D U' R' F L D L B B R B' B' R R U L U R U' D' U F L,25,All L0,1.6666666,265300
B' L D' F D' B R B' D D D B' F D' L' D F' L' F F D B' F' R' B,25,All L0,1.5833334,388200
D' B' R' B' D L R U' B' U F B D' R' R' D D U L' B F' D F U B,25,All L0,1.6666666,266200
R' F R D B D' F' B F' U U F' R U U D' R L D F D L' U' F F,25,All L0,1.5,266300
R L D' F D' R' R' D' R' L D B' D' U' R' F' B L R' F R U L' U' F,25,All L0,1.75,265700
F' B' R D' B L' B' L B' U' R D L B' R' B' R' B L R' F B' L' B U,25,All L0,1.75,264900
F' D' B U' B' D' B' F L D B' D' B' F' D B' F' U F B' F F U' L' U,25,All L0,1.8333334,265900
R B L' R' F' D D B D' R' D' F' R' L' U B' L' R' F L B' B' L' R L',25,All L0,1.5833334,268900
L U L D' U R' L D' R F R B R R D L U D R U' F' D R R F,25,All L0,1.5,267100
F F B' D' B R F D' L' R B' D L F L' F' D B' L' R' F F F F F,25,All L0,1.5,265200
R' F' D' F B R' L F' B R L F R F R D D B' R' F' U B D F' U',25,All L0,1.6666666,264300
D' B' U' R' F L L U B' R L F' R' L' D' U B' D' U' U' L R B' U' R,25,All L0,1.5,264900
U' F F D' L D' D' U' D B F L R F' L F B R' D' R U B' F' D L,25,All L0,1.5833334,266100
D' L R F L B' D' L' U' L' B D L R U F' D U' B' D B' B' F B L',25,All L0,1.75,267200
U' R B B R U D U F R B D F' U B D' B U U R' L' F B' R' D',25,All L0,1.4166666,266700
B R' D U' R' D' R F' R' L' R' B' L D' U' F R U F' R' D F D' B F,25,All L0,1.3333334,265700
L F D U' F B U' B U L B F D L L L R' U' L' F' U B' R F U',25,All L0,1.8333334,268100
D R' R' L D' L' D R' L L B L' F L D' F B R U' D U' L B B L',25,All L0,1.3333334,269700
B U L' F' U D R B' R B' L B F U U F R' U R' L B D B' D R',25,All L0,1.5833334,266100
U R' B R' F' D L R' U B' D' U' F' R R B' B' D U' U' B L' D' B' D',25,All L0,1.75,265600
U' B' F' R F L' D' L R' F' L' B R D U' R R L F F U F F B D,25,All L0,1.5,265500
U' D' B D' L' L' B F' U U D L D F B L' U L B' D R D' R L' L',25,All L0,1.5,265500
D L F L D' L' B' B' F' B' U' B R' B' D U' F' B R' U R' L' U' D' F',25,All L0,1.3333334,265400
F D' B R' R' F' L' F' L B' D' R L U D B L R B D B D' U' U' F',25,All L0,1.9166666,265300
R' L R' D' L' L' R' B' F F D B' R' D F B R F D B U' R U' F R,25,All L0,1.8333334,264600
R F' U' B B F' R' U' L' R' D' U' D' F' R B' R' U L B' L' D U L' R',25,All L0,1.75,264300
B D B F B B U L' U' R' B' R' B D' L B' L' B' U R' L' L' R B' L,25,All L0,1.4166666,266500
B L L U' F U' B' U U U L D' F' L B F B R' D F U' F R' D D,25,All L0,1.75,265300
F' L' U' D D D F F L' B' U' L' L' B U B' D' F B' R F R D' L' B',25,All L0,1.8333334,267000
D' L' R' U B F' L' D' D' F' B B F L' B' F B L' D' R L' D B' F' F',25,All L0,1.8333334,265500
L R F R' U L' L' F' L D' U' D B D' B' U' R U B U D' F' U' R B,25,All L0,1.75,264700
L R' L B R F D' R' R' U' B' L' F' L' U' R D U R F' U B L' F' L',25,All L0,1.75,270400
U' R' D F' U D D U' B' U U D B L' F D F' F' U' R U' F R' D' L',25,All L0,1.3333334,265200
F U' L D' U' L' B L R' D U' L' F D U B' D F L' B' R B' D R B,25,All L0,1.75,266400
U F' D L D R U' R F U' D F' D L' R' D L' D' F R' U U B B R',25,All L0,1.75,264100
R' D' F' B D' D' B F D U L' R L' R B F B' L' F' L' D' R' B' D R,25,All L0,1.6666666,265700
B L D' R B' U' B' F F L U D F D L' F L' D F D' L' F B F' B,25,All L0,1.6666666,267600
R' L' L' D R' F' U L' F' D' R U' L' B' L D F R L' U' L' F B L R',25,All L0,1.75,264400
B L U' D' U L U' F' F' D' F R R L' U' L D' R' D' R' B' U' F' F' U',25,All L0,1.8333334,261800
R D B U B' F' R U D' L U' R D R' U' L U' D U' D B L' U F' D',25,All L0,1.6666666,266800
U' L F L' L' L' U F R' R' U' B F R' D D R F L' F' B D' F' B R,25,All L0,1.8333334,265300
L' U L R B F' R' R' R' U U B F B' D' D' R U B F D' U' U' R' B',25,All L0,1.6666666,267200
L R B' F F B' F' L' L' L' D' R' U L' F F D' B' R F B R' L B' R',25,All L0,1.5833334,266200
L' B R' D U' R D L U' R D' R F L D B' U L' B R' D' R' R' L U,25,All L0,1.5,265500
D F' B' U D' F U' F U F' R' F L D' U' F' B' L' U' B' B' F' D L B,25,All L0,1.6666666,265500
F' F' B D B' L B D U F R' U' U' L' L' U' B' R U L U D U' U' B,25,All L0,1.5833334,265600
U B' F' L R' D' F' R D' R B R B R R U F' B D' L R' L' F B L',25,All L0,1.5833334,485800
U D B B D D B' U D' F L' F' D' F' U' L' F' L' D R' L R' R' B B,25,All L0,1.5,267700
U L' R' F F L' R' D' R' R' L' R' R' D' R U' F R' U F' L' F F U D,25,All L0,1.6666666,264900
U B L F F F D' L R' F' U' L' L' B' L' B' B' D' F' R' B' F B F D',25,All L0,1.75,265300
U' R' D' B' U B D' R F' B' R L' R' F U' F D R' U' R' F' D' L R F',25,All L0,1.75,265400
F R' F' B' D' B' F F R U L' U D' B' B' D L' L' R' F' B F' D D F,25,All L0,1.6666666,269100
B' D' U U L' R' L F' U D B' F R' D B' U' F L L L U' L' D R' F',25,All L0,1.8333334,266000
B D' D' D' U B L' F L F B U D U' R' F' L' L' U D' B B L R' F,25,All L0,1.6666666,270100
D' L' U U L D F R' D L D U R' U B L U B U' D R R F' L' D',25,All L0,1.75,264200
L' U' L F' U D' D' B' D' L' B L' U B F' R' D' F' U B R' U D' F' B,25,All L0,1.75,266000
B' L' F' L' B' B' R' U B R' L' U' D D L' D' U U L' B F L L R U,25,All L0,1.75,270200
B' R' D' B F D' U' L B U U F' L' F' D U F R' L' U' D D B L' D',25,All L0,1.9166666,267900
D U D' F R D' F D' F' R' R' B B F D' L' F' L B R' B B U L F,25,All L0,1.9166666,266400
F R U' D' B' F B R' L U U F' L' R D R' F L L B R L' R' D D,25,All L0,1.6666666,270100
R D' D' L' R' L R' L' F R B' U' R' D' B' R' U' R B' R U' R' F B L',25,All L0,1.8333334,265800
D F' L' D' U' F L B F' L' R D' R' U F F R U' D F U D B U R,25,All L0,1.75,269200
F' L' F L L U F U L' D U' R' F R' B F L' F' U' B F R' L D B,25,All L0,1.6666666,267200
F' D F F L R F' B R B' U B' R D U' R F' R L' L' F D U' D' L,25,All L0,1.9166666,267300
R' D' R U D' U L' B' D' F' L D' L R F U U R D F' D' U D' F L,25,All L0,1.75,265800
D' L B R R F' L B F R' D' F' B B D B L' U B U' B F' L L R',25,All L0,1.9166666,264800
R' U' F R' L D' B' L' L' R L R F L' F F U U L' D' D' D' B L B',25,All L0,1.75,263800
B' B' R' B' U' L' R' F' D' U U R' D' B U' F R' D F R R B D D B',25,All L0,1.5,265800
U F F U R F B L D' L B' D' F' R' L F R L L D' B' U R L' U',25,All L0,1.75,265000
D R R R F' B' R' F' R D' L R U F B U' B' L D' L F D F' U F,25,All L0,1.5,264600
R L' R' L R R L' B' D' R' U U F U' D R' L' L' F' F' B B B U' B,25,All L0,1.25,268000
U L F U L B' D' U D B' D' R' L F' L D' F B' R F R F U' D' R,25,All L0,1.5833334,264200
L L B L U' F' B' U' B' D' F B U R B B L U' D' L' U L' R' D' L',25,All L0,1.5833334,265300
B D' L R' R' R' U R D L' L' R' F' U F' U U U L' D' L R R F B',25,All L0,1.75,264500
F' F' U D' L' B D R R R F' B' B' U' R D U R D' B' D L R B F',25,All L0,1.5833334,265700
R' B' D' L' F L' L' R L B D L B R U' B U' R' U F B L' D L' F',25,All L0,1.5,264700
D' F' U' R U R R F' D' L' B' D' L' U B R F U' D F' U' R F' L' L',25,All L0,1.9166666,266000
F' D U' B' B' R B F' B' F L' D' R' U B' L' R' L D U' R L' F' D' U',25,All L0,1.5833334,265600
D' F R' U B' R U F L B' F B' L' R D' B' F' D L' U L' B' F L D',25,All L0,1.75,398200
B' L' D F' L B L' L' R U' F L' F' L D' L' R' U' D F' D R U F R',25,All L0,1.8333334,268900
B' F L U' U' D R R U R' R' L D' D' L L L D' F' U F' L' L' B' R,25,All L0,1.5,270400
B R' B R U D U B' R U' D' R U' B F R R U R L' D F' B U R,25,All L0,1.75,268100
U R' L U' F' D' R D' L' F F R' U' D R F B U' R B L D' B U L,25,All L0,1.5833334,272900
D B D' F B U R' L U' F L' R F' B F' F' D D D U D' L' B' F L',25,All L0,1.8333334,269200
B L U B L' F R' B' D' R' L' F U D' U' F' R' F' U B' D' L' U U B,25,All L0,1.75,264800
R' D U' U' L' U' D F D' F' L B D' L B R R B F' L B' B' B' L' B,25,All L0,1.75,263900
R U' D' B' D' B' D' B F' F' F' B' R L' U U R' L' R' B' F' F' L' F R,25,All L0,1.9166666,266200
L R' L U' D U' F' L U B F' B' F B R B U' F D' F' B R' B D' U,25,All L0,1.6666666,266100
L' R' F' U' B U F' B R' F' B F U' R' B F' D B F' L' U' R' D R' B,25,All L0,1.4166666,265200
D' B R L' D R' L L R B' F R F L R' B D' U D' U L' D' F U U,25,All L0,1.8333334,263900
B U' R' U B F L' F L' R' D' R' F' R F' R' R' R' R' F' U L U' R U',25,All L0,1.5833334,265300
R' D' D' F' L U L' D B' D' B' F U D B F D L B' F U' F' B' L' R,25,All L0,1.5833334,266700
U R B' B' D R R D' L R' L' U B D L' D R' L' B' R' D L B' L U,25,All L0,1.4166666,286100
F' R R U B' R D F' B' R L' R L' U L F' U L B F L' B R U F',25,All L0,1.3333334,269100
U' R F' B U F B D R F' R' L' R F R' U F' B' F R' F' B L' U' R',25,All L0,1.6666666,264900
F' D F D B L' U' L' U' B R D L B R' F R' L B' F U' B' F B D,25,All L0,1.5,269400
R F' U' R F R F U' B U F B' F L U' F L' D B L' L' F B R U',25,All L0,1.8333334,268400
D R' L' D D D B U' D' R' D' F R F B' U R' U' D' F F U' U' U' U',25,All L0,1.75,264500
D' F D' L' U' D F' R' D F F U' R D' D' B R' R' L F' B' D' F U D,25,All L0,1.8333334,264600
D B R' D' R B' U' R' D D R' B R R F' R D' R B R' R' D B F R,25,All L0,1.75,264000
B F L R U' L' D U D B D B' R' L' U' B' D R' F' F' B R D' D' U,25,All L0,1.4166666,264500
D B' D U' L' R' F B D' F' U' B U R U' B F' U' R D B U U U L,25,All L0,1.5,266000
R D L R B' L B' L R R L B F' D' F R U' R' U B L R U' L U',25,All L0,1.4166666,263800
B B L B R' D L D' L U D' F U F D L' B' F' L' U R L F' L R,25,All L0,1.75,265500
R F' R L R' L F' L D' B' D F' U U F R R B F D F' D B' L' U',25,All L0,1.75,266400
R' U' B' F' R' L F F F R F L R' L' U' U' F' R L R U D' F' R' F,25,All L0,1.6666666,269500
B' F' B L' U' B L U' R F R' L' F U U R' L' R F B' F' R' R' F' R,25,All L0,1.75,264500
L D R D' D' B D B' F B' L' R B L L U R B L' U F' L' B' R' D,25,All L0,1.6666666,264600
L R' F' B U U D' B D F U' L' L' B' U' L D' U' L L U U L' L' F',25,All L0,1.75,263900
